Spider-Man (Peter Parker)
Juliana Worthing (Earth-616)
Jun Tenta (Earth-616)
Marjorie Brink (Earth-616)
Tyler Meagher (Earth-616)
Wanda Mason (Earth-616)
Werner von Strucker (Earth-616)
Anne Marie Cortez (Earth-616)
Aundray Phelps (Earth-616)
Dubose Wilson (Earth-616)
Edna Staples (Earth-616)
Jennifer Nyles (Earth-616)
LaHoya Scripps (Earth-616)
Psynapse (Earth-616)
Tung Rapongan (Earth-616)
Wyndell Dickinson (Earth-616)
Aaron Cashin (Earth-616)
Christopher Anderson (Earth-616)
Crule (Earth-616)
Daryl Taylor (Earth-616)
Gregory Belial (Earth-616)
Heike Zemo (Earth-616)
Janice Hollenbeck (Earth-616)
Meat Market (Earth-616)
Solar Wind (Earth-616)
Theodore Davros (Earth-616)
Thomas Pyke (Earth-616)
Czorn Yson (Earth-616)
Don Rigoletto (Earth-616)
Fast (Sparrow) (Earth-616)
Hans Middlestadt (Earth-616)
Henrique Gallante (Earth-616)
Jason (Pantheon) (Earth-616)
Kistur (Earth-616)
Owen Llewelyn (Earth-616)
Philip Grant (Earth-616)
Radha Dastoor (Earth-616)
William Clinton (Earth-616)
Amberson Osborn (Earth-616)
Black Brigade (Earth-616)
Butterfly (Avatars) (Earth-616)
Cole Cooper (Earth-616)
Deadbolt (Earth-616)
Dread (Earth-616)
Gabrielle Greer (Earth-616)
Hywell Griffin (Earth-616)
Ian Langstrom (Earth-616)
James Pierce (Earth-616)
Lenz (Earth-616)
Marius Boudreaux (Earth-616)
Protocol (Earth-616)
Rak (Earth-616)
Tantalus (Deviant) (Earth-616)
Arkadine Arcadius (Earth-616)
Ator (Earth-616)
Glaboo (Earth-616)
Jason Tso (Earth-616)
Joseph Wade (Earth-616)
Michele Scicluna (Earth-616)
Paula Harris (Earth-616)
Peter Parker (Jack) (Earth-616)
Pulssus (Earth-616)
River Verys (Earth-616)
Sergio Torres (Earth-616)
Spook (Earth-616)
Agatha Harkness (Heroes Reborn) (Earth-616)
Dorma (Heroes Reborn) (Earth-616)
Garon Lewis (Earth-616)
Harper (Earth-616)
Johann Shmidt (Heroes Reborn) (Earth-616)
Josephine Pulaski (Earth-616)
Kamal el Alaoui (Earth-616)
Norrin Radd (Heroes Reborn) (Earth-616)
Romany Wisdom (Earth-616)
Whistle Pig (Earth-616)
Ashema (Earth-616)
Homer Un (Earth-616)
Lord Churchill (Earth-616)
Marina Caches (Earth-616)
Mary Alice Anders (Earth-616)
Max Pressman (Earth-616)
Meiko Yin (Earth-616)
Naomi Kale (Earth-616)
Nikolai Vronsky (Earth-616)
Scrier (Cosmic Being) (Earth-616)
Sorrentino (Earth-616)
Cinder Fontatine (Earth-616)
Jason Rivera (Earth-616)
Vise (Earth-616)
Connie Ferrari (Earth-616)
Gray Dolman (Earth-616)
Lord Templar (Tremont) (Earth-616)
Olisa Kabaki (Earth-616)
Psimon (Earth-616)
Tokkots (Earth-616)
Venkat Katregadda (Earth-616)
William Kimpton (Earth-616)
Elric Freedom (Heroes Reborn) (Earth-616)
Lan (Earth-616)
Nathaniel Bumpo (Earth-616)
Nuro (Earth-616)
Revenant (Earth-616)
Spunje (Earth-616)
Tarn (Earth-616)
Timothy Carney (Earth-616)
Axel Cluney (Earth-616)
Jennifer Hardesty (Earth-616)
Marvin Hoffman (Earth-616)
Michael Asher (Earth-616)
Orwell (Earth-616)
Robert Tanaka (Earth-616)
Roger Harrington (Earth-616)
"Samuel Silke, Jr. (Earth-616)"
Eliza Robbins (Earth-616)
Khan (Alien) (Earth-616)
Leash (Earth-616)
Yith (Earth-616)
Ashleigh Nichols (Earth-616)
Digger (Vegas Thirteen) (Earth-616)
Josiah al hajj Saddiq (Earth-616)
Zarina (Earth-616)
Bobo (Chimpanzee) (Earth-616)
Hack (Mutant) (Earth-616)
Lucia von Bardas (Earth-616)
Luna DePaula (Earth-616)
Shen Xorn (Earth-616)
Augustine du Lac (Earth-616)
Dondi Reese (Earth-616)
Edgar Lascombe (Earth-616)
Igor Stancheck (Earth-616)
Laurie Lynton (Earth-616)
Rozalyn Backus (Earth-616)
Zander Rice (Earth-616)
Aegis (Earth-616)
Black Cloak (Earth-616)
Hypernova (Earth-616)
Jack Dio (Earth-616)
Perro (Earth-616)
Serafina (Earth-616)
Tenebrous (Earth-616)
Tracy Skylark (Earth-616)
Veronica King (Earth-616)
Warshot (Earth-616)
Anthony Stark (Onslaught Reborn) (Earth-616)
Grace (Earth-616)
Kaz (Earth-616)
Maureen Raven (Earth-616)
William Wagner (Earth-616)
Cronus (Earth-616)
Director Gruenwald (Earth-616)
Evelyn Necker (Earth-616)
Fredzilla (Fred) (Earth-616)
Henry McCoy (Skrull) (Earth-616)
Kram (Earth-616)
Lenore Wilkinson (Earth-616)
Malik Tarcel (Earth-616)
Physique (Earth-616)
Piper Dali (Earth-616)
Plokta (Earth-616)
Sasha Roerich (Earth-616)
Wasabi-No Ginger (Earth-616)
Amity Hunter (Earth-616)
Clown (Franklin) (Earth-616)
Tattooed Man (Earth-616)
Verre (Earth-616)
Zawavari (Earth-616)
Zodiac (Dark Reign) (Earth-616)
Alyssa (Earth-616)
Danielle Blunt (Earth-616)
Doctor Noc (Earth-616)
Fire Knives (Earth-616)
Jason Pierce (Earth-616)
Jian (Earth-616)
Kal Blackbane (Earth-616)
Lady Gorgon (Earth-616)
Logomancer (Earth-616)
Mina (Earth-616)
Robert Hellsgaard (Earth-616)
Starbolt II (Earth-616)
Black Fog (Earth-616)
Mako (Young Masters) (Earth-616)
William Rolfson (Earth-616)
Firebrand (Amanda) (Earth-616)
Kell (Earth-616)
Mister Gor (Earth-616)
Xanto Starblood (Earth-616)
Donald Lamaze (Earth-616)
Ginny Guzman (Earth-616)
Mr. Raven (Earth-616)
Ann Macintosh (Earth-616)
Black Dwarf (Earth-616)
Colin Sixty (Earth-616)
Cora Birch (Earth-616)
Lin Li (Earth-616)
Linda Kwan (Earth-616)
Snot (Earth-616)
Dakor (Earth-616)
Folma (Earth-616)
John Wilson (Golden Age) (Earth-616)
Monako (Earth-616)
Robert Strong (Earth-616)
General Haywood (Earth-616)
Jerry Carstairs (Earth-616)
John Liberty (Earth-616)
Laslo Pevely (Earth-616)
William Bryon (Earth-616)
Heinrich Himmler (Earth-616)
Officer Ryan (Earth-616)
Dorothy Walker (Earth-616)
Future Man (Earth-616)
Madame Death (Earth-616)
Slim Smith (Earth-616)
Alkali Ike (Earth-616)
Jenny (Donkey) (Earth-616)
Azrael (Earth-616)
Happy Hicks (Earth-616)
Nan Macklin (Earth-616)
William Bonney (Earth-616)
Yamakayaka (Earth-616)
Lalei (Earth-616)
Ben Yarby (Shotgun City) (Earth-616)
Shzzzllzzzthzz (Earth-616)
Kurrgo (Earth-616)
Andrew Thatcher (Earth-616)
Karl Kort (Earth-616)
Living Eraser (Dimension Z) (Earth-616)
Molyb (Earth-616)
Orson Kasloff (Earth-616)
Pearla (Earth-616)
Reynard Slinker (Earth-616)
Knorda (Earth-616)
Gregory Gideon (Earth-616)
Jacques Dernier (Earth-616)
Laufey (Earth-616)
Precious (Earth-616)
Stephanie De La Spiroza (Earth-616)
Doctor Yen (Earth-616)
General Chen (Earth-616)
Ilsa Koenig (Earth-616)
Lepard (Earth-616)
Ricardo Jones (Earth-616)
Fidel Castro (Earth-616)
Alecto (Furies) (Earth-616)
Android Man (Earth-616)
Man-Monster (Earth-616)
Max Eisenhardt (Machinesmith Robot) (Earth-616)
Monster of Badoon (Earth-616)
Prime Mover (Earth-616)
Silent Fox (Earth-616)
Vincent Sandhurst (Earth-616)
William Lincoln (Earth-616)
Boss Barker (Earth-616)
Gustav Hauptmann (Earth-616)
Louis Wilson (Earth-616)
Thermal Man (Earth-616)
Niki Adams (Earth-616)
Owayodata (Earth-616)
Rudolfo Haasen (Earth-616)
Emil Nikos (Earth-616)
Joey (San Francisco) (Earth-616)
Nancy Stacy (Earth-616)
Abraham van Helsing (Earth-616)
Ego Prime (Earth-616)
Gregory Russoff (Earth-616)
Sligguth (Earth-616)
Bambu (Earth-616)
Clifton Shallot (Earth-616)
Dam-Ayido Wede (Earth-616)
David Cox (Earth-616)
Elizabeth Lavenza (Earth-616)
Eobar Garrington (Earth-616)
Kamuu (Atlantean) (Earth-616)
Kerwin Broderick (Earth-616)
Omega (Android) (Earth-616)
Turghol (Earth-616)
Allatou (Earth-616)
Hargood Wilbur Todd Wickham (Earth-616)
Henry Croft (Earth-616)
Jacques LaPoint (Earth-616)
John Anvil (Earth-616)
Jyota Nital (Earth-616)
Katherine Fraser (Earth-616)
Leroy Jackson (Earth-616)
Quentin Harderman (Earth-616)
Ruth Hart (Earth-616)
Shiela Whittier (Earth-616)
Varanus (Earth-616)
Adri Nital (Earth-616)
Bessie (Earth-616)
Carlton Velcro (Earth-616)
General Chasen (Earth-616)
Jade (Earth-616)
Judith (San Diego) (Earth-616)
Quentin Chase (Earth-616)
Sphinxor (Earth-616)
Sssesthugar (Earth-616)
Thelius (Blue Marvel) (Earth-616)
Alan Cavenaugh (Earth-616)
Arch Morton (Earth-616)
Brillalae (Earth-616)
Cheer Chadwick (Earth-616)
Chris Claremont (Earth-616)
Dark Rider (Earth-616)
Emerson Bale (Earth-616)
Maria Ayala (Earth-616)
Marshall Muldoon (Earth-616)
Phae-Dor (Earth-616)
Steven Rogers (Revolutionary War) (Earth-616)
Talia Kruma (Earth-616)
Threkker (Earth-616)
Toy (Earth-616)
Tuan (Earth-616)
Andrew Jackson Hawk (Earth-616)
Cancer (LMD) (Earth-616)
Moses (Earth-616)
Nathan Cooper (Earth-616)
Otto Vermis (Earth-616)
Roger Dicken (Earth-616)
Silas Mourner (Earth-616)
Tutinax (Earth-616)
Veda (Corporation) (Earth-616)
Virgo (LMD) (Earth-616)
Barbara Robb (Earth-616)
Chao Sima (Earth-616)
Freki (Earth-616)
Gert Hauptmann (Earth-616)
Denton Phelps (Earth-616)
Doctor Tambura (Earth-616)
Fangor (Earth-616)
Hector (Earth-616)
Iguana (Earth-616)
Joseph MacTaggert (Earth-616)
Ray Coffin (Earth-616)
Roy McVey (Earth-616)
Samuel Daly (Earth-616)
Sarah Mumford (Earth-616)
Sebastian Patane (Earth-616)
Andreas de Ruyter (Earth-616)
Esmera (Earth-616)
Frey (Earth-616)
Izanagi-No-Mikoto (Earth-616)
Randolph James (Earth-616)
Ricky Landers (Earth-616)
Sara Grey (Earth-616)
Uranos (Earth-616)
Voletta Todd (Earth-616)
Walther Theodoric (Earth-616)
Buth (Earth-616)
Doc (Geneticist) (Earth-616)
Forsythe Wellington (Earth-616)
Hyppokri (Earth-616)
Lionel Jeffries (Doctor) (Earth-616)
Phaeder (Earth-616)
Phil Panasci (Earth-616)
Puishannt (Earth-616)
Unnthinnk (Earth-616)
Darin (Earth-616)
Gabriel Sepulveda (Earth-616)
Holly LaDonna (Earth-616)
Jerry Fortunov (Earth-616)
Lylla (Earth-616)
Ramona Starr (Earth-616)
Ranark (Earth-616)
Sturky (Earth-616)
Talisman (Australian) (Earth-616)
Zedrao (Earth-616)
Black Lotus (Earth-616)
Claire McNeil (Earth-616)
Doctor Dredd (Earth-616)
Roman Nekoboh (Earth-616)
Sentinels Mk V (Earth-616)
Sharon Selleck (Earth-616)
Unam (Earth-616)
Wrangler (Laralie) (Earth-616)
Black Abbott (Earth-616)
Blank (Clyde) (Earth-616)
George Vandergill (Earth-616)
Grimm the Sorcerer (Earth-616)
Horatio Piper (Earth-616)
Hubert Carpenter (Earth-616)
Joelle Guthrie (Earth-616)
Kolomaq (Earth-616)
Ranaq (Earth-616)
Turoq (Earth-616)
Atlas (Titan) (Earth-616)
Cerberus (O.Z. Chase) (Earth-616)
Dave Chatterton (Earth-616)
Delmurio (Earth-616)
Emil Gregg (Earth-616)
Harry Morrel (Earth-616)
Jack Wayne (Legion Personality) (Earth-616)
Jackson Tolliver (Earth-616)
Jakal (Earth-616)
Manslaughter Marsdale (Earth-616)
Misty Collins (Earth-616)
Puff (Earth-616)
Skunge (Earth-616)
Alex Alaric (Earth-616)
Alexi Garnoff (Earth-616)
Charles Last (Earth-616)
Imhotep (Demon) (Earth-616)
Lewis Guthrie (Earth-616)
Lomen (Earth-616)
Scaleface (Earth-616)
Yrdisis (Earth-616)
Don (Lobster) (Earth-616)
Kylor (Earth-616)
Sedrick (Earth-616)
Trump (Earth-616)
William Nowlan (Earth-616)
Alphonso Mackenzie (Earth-616)
Anne-Marie Baker (Earth-616)
Eochaid Ollathir (Earth-616)
Roland Rayburn (Earth-616)
Spyder (Earth-616)
Gayle Vaughn (Earth-616)
Kevin Brackett (Earth-616)
Lev (Earth-616)
Paul Harker (Earth-616)
Rich van Burian (Earth-616)
Sequoia (Earth-616)
Arko (Earth-616)
Bercilak de Hautdesert (Earth-616)
Harlan Ryker (Earth-616)
Harmon Furmintz (Earth-616)
Jupiter (New Warriors) (Earth-616)
Kristina Anderson (Earth-616)
L.D. 50 (Earth-616)
Maker (Earth-616)
Samuel Higgins (Earth-616)
Yuji Watanabe (Earth-616)
Andrea Haggard (Earth-616)
Fool (Earth-616)
Guillaume Courage (Earth-616)
Hector Fuentes (Earth-616)
Kkallakku (Earth-616)
Monkey Joe (Earth-616)
Rambo (Dog) (Earth-616)
Ray Morgan (Earth-616)
Splice (Mercenary) (Earth-616)
Thane Ector (Earth-616)
Vyrra (Earth-616)
Willis Hayworth (Earth-616)
Anastasia Sablinova (Earth-616)
Angela Cairn (Earth-616)
Anthony Stark (Doppelganger) (Earth-616)
Clement Wilson (Earth-616)
Guide (Earth-616)
James Burley (Earth-616)
"James Lucas, Jr. (Earth-616)"
Jonathan Lee (Earth-616)
Julien Boudreaux (Earth-616)
Jutta (Earth-616)
Leon McKenzie (Earth-616)
Prodigal (Earth-616)
Rachel Argosy (Earth-616)
S.H.I.V.A. (Earth-616)
Salvatore Carbone (Earth-616)
Albert Louis (Earth-616)
Battletide (Earth-616)
Bernard Hoyster (Earth-616)
Embyrre (Earth-616)
Fabrikant (Earth-616)
Kona Lor (Earth-616)
Luther Manning (Earth-616)
Outcast (Lilin) (Earth-616)
Sarah Wilde (Earth-616)
Suma-Ket (Earth-616)
Tamika Bowden (Earth-616)
Tithe Collector (Earth-616)
Bartholomew Gallows (Earth-616)
Billy Kitson (Earth-616)
Bitmap (Earth-616)
Infomorph (Earth-616)
John Carik (Earth-616)
John Sharpe (Earth-616)
Rebecca Taylor (Earth-616)
Steel Collar (Earth-616)
Wirehead (Earth-616)
Gris Gris (Earth-616)
Malachi (Space Phantom) (Earth-616)
Marcus Fifolet (Earth-616)
Margoyle (Earth-616)
Moonraker (Earth-616)
Rolfe (Earth-616)
Rootar (Earth-616)
Andros (Earth-616)
Bramer (Earth-616)
Choocho Colon (Earth-616)
Ebony (Heroes Reborn) (Earth-616)
James Johnsmeyer (Earth-616)
Jasper Sitwell (Heroes Reborn) (Earth-616)
Kymberly Taylor (Earth-616)
Lasher (Cell-12) (Earth-616)
Nardi (Earth-616)
Skritch (Earth-616)
Tar (Earth-616)
Andrea Janson (Earth-616)
Boris Lubov (Earth-616)
Dorian (Punk Kid) (Earth-616)
Feuer (Earth-616)
Heinrich Zemo (Heroes Reborn) (Earth-616)
Ivan Pushkin (Earth-616)
Ko Bin Su (Earth-616)
Niral Chandra (Earth-616)
Tracey Authier (Earth-616)
Weasel (Punk Kid) (Earth-616)
Baby Karen (Earth-616)
Dinu (Earth-616)
Hames (Earth-616)
Mac Garrity (Earth-616)
Miles Warton (Earth-616)
Mister Gentry (Earth-616)
Olivier (Earth-616)
Richard Dennison (Earth-616)
Bridget Malone (Earth-616)
Christopher Aaronson (Earth-616)
Elejea (Earth-616)
Mikado (Earth-616)
Mosha (Earth-616)
Tarakis (Earth-616)
Zoe Ishihara (Earth-616)
Balin (Earth-616)
Domina (Earth-616)
Junzo Muto (Earth-616)
Mr. Payback (Earth-616)
Order (Heroes Reborn) (Earth-616)
Rax (Earth-616)
Rhanla (Earth-616)
Sam Matonabbe (Earth-616)
Val (Earth-616)
Coach (Earth-616)
Fagin (Earth-616)
Kyle Jacoby (Earth-616)
Leyu Yoshida (Earth-616)
Maria Cortez (Earth-616)
Marshal (Earth-616)
Nightingale (Earth-616)
Raptra (Earth-616)
Alice Tremaine (Earth-616)
Mary Zero (Mary) (Earth-616)
Michael Hart (Earth-616)
Moving Shadow (Earth-616)
Brian Rinehart (Earth-616)
Christian Frost (Earth-616)
Harald Jaekelsson (Earth-616)
Kiwi Black (Earth-616)
Maximus Lobo (Earth-616)
Nick Nixon (Earth-616)
Alexander Bont (Earth-616)
Clay (Earth-616)
Cole (Omega Core) (Earth-616)
James Westbrook (Earth-616)
Jennifer Leigh (Earth-616)
Martin Leigh (Earth-616)
Nestor Rodriguez (Earth-616)
Purge (Genoshan) (Earth-616)
Trolls (Earth-616)
Whiz Kid (Earth-616)
Azzuri (Earth-616)
Blindspot (Earth-616)
Cornelius Worth (Earth-616)
Deborah Kinney (Earth-616)
Gwen (Daydream) (Earth-616)
Jeff Kaplan (Earth-616)
Mallen (Earth-616)
Mana Yanowa (Earth-616)
Nemesio Pietri (Earth-616)
Paul Patterson (Earth-616)
Peggy Rae (Earth-616)
Ricky Calusky (Earth-616)
Ruth (Angel) (Earth-616)
Stem Cell (Earth-616)
Colony (Earth-616)
Devo (Earth-616)
Monstro (Earth-616)
Otis Johnson II (Earth-616)
Sega (Earth-616)
Theodore Scott (Earth-616)
Zhib-Ran (Earth-616)
Abigail Dunton (Earth-616)
Brett Mahoney (Earth-616)
Brian van Patrick (Earth-616)
Ladyfair (Earth-616)
Michael van Patrick (Van) (Earth-616)
Oliver Orwell (Earth-616)
Richard Palance (Earth-616)
Deacon (Earth-616)
Geldoff (Earth-616)
Gordon Wright (Earth-616)
John Hashimoto (Earth-616)
Leon Nunez (Earth-616)
Melee (Earth-616)
Michael van Patrick (Clone) (Earth-616)
Quentin Palone (Earth-616)
Val Rhymin (Earth-616)
Amanda Reilly (Earth-616)
Amy Reilly (Earth-616)
Aneka (Earth-616)
Anton Satan (Earth-616)
Burst (Earth-616)
Damon Ryder (Earth-616)
Lindy Nolan (Earth-616)
Razor (Raptor) (Earth-616)
Tre Owens (Earth-616)
Zakar (Earth-616)
Aloysius Thorndrake (Earth-616)
Brianna Robbins (Earth-616)
Cannon Foot (Earth-616)
Dara Ko Eke (Earth-616)
Ellis Love (Earth-616)
Els Udonta (Earth-616)
Galina Nemirovsky (Earth-616)
Nurse Fester (Earth-616)
Saw Fist (Earth-616)
Selach (Earth-616)
Shadowstalker (Earth-616)
Stanley Osborn (Earth-616)
Voorr (Earth-616)
Adam (Earth-616)
Aradnea (Earth-616)
Bruiser (Mercenary) (Earth-616)
Jeremy Briggs (Earth-616)
Marcus Roston (Earth-616)
Nul (Earth-616)
Omegex (Earth-616)
Radioactive Kid (Earth-616)
Seeker (Earth-616)
Stephanie Gerard (Earth-616)
Dancing Water (Earth-616)
Doyle (Earth-616)
Helen Cobb (Earth-616)
Marin (Earth-616)
Omega Black (Earth-616)
Charlie Cluster-7 (Weapon XIII) (Earth-616)
Owen Backes (Earth-616)
Principal Philbin (Earth-616)
Sojobo-Tengu (Earth-616)
The Origamist (Legion Personality) (Earth-616)
The Philistine (Earth-616)
Edward Marks (Earth-616)
Isparana (Earth-616)
Kindra (Earth-616)
Meltdown (Russian) (Earth-616)
Mist (Earth-616)
Thunder (Two-Gun Kid) (Earth-616)
Adolf Impossible (Earth-616)
Arkea (Earth-616)
Bartol Utler (Earth-616)
Disha Khan (Earth-616)
Fuel (Earth-616)
Karl Moffet (Earth-616)
Mark Sim (Earth-616)
Mysterion (Earth-616)
Nikoleta Harrow (Earth-616)
Rosalind Solomon (Earth-616)
Victor Kohl (Earth-616)
Chaka (Earth-616)
Lagaro (Earth-616)
Spencer Keen (Earth-616)
Eric Hertz (Earth-616)
Pat Murphy (Earth-616)
Tuk (Earth-616)
Erwin Rommel (Earth-616)
Napoleon Sickles (Earth-616)
Joshua Walker (Earth-616)
Mickey Walker (Earth-616)
Mary Varnheim (Earth-616)
Ted Banning (Earth-616)
Henry Mortonson (Earth-616)
Packrat Pete (Earth-616)
Grey Eagle (Earth-616)
Red Warrior (Earth-616)
Running Moose (Earth-616)
Betty Wilson (Earth-616)
Isidoro Scarlotti (Earth-616)
"Jack Spears, Jr. (Earth-616)"
"Jack Spears, Sr. (Earth-616)"
Lo-Zar (Earth-616)
Peter (Leopard Girl Ally) (Earth-616)
Anson Clinton (Earth-616)
Eagle (Matt Slade) (Earth-616)
Gene Bitner (Earth-616)
Simon Lestron (Earth-616)
Diablo (Monster) (Earth-616)
Gigantus (Aquatic Monster) (Earth-616)
Kaa (Earth-616)
Elektro (Earth-616)
Tad Carter (Earth-616)
Valeria (Fifth Dimension) (Earth-616)
Basallo (Earth-616)
Charlie (Stark Enterprises) (Earth-616)
Chuck (NYPD) (Earth-616)
Gargantus (Alien Robot) (Earth-616)
Mao Tse Tung (Earth-616)
Maria Trovaya (Earth-616)
Pilai (Earth-616)
Sandu (Earth-616)
Beasts of Berlin (Earth-616)
Bert Rose (Earth-616)
Hoggoth (Earth-616)
Lee Guardineer (Earth-616)
Werner von Doom (Earth-616)
Abner Jonas (Earth-616)
Blackie (Earth-616)
Donald Birch (Earth-616)
Prowler (The Cat) (Earth-616)
Shazana (Earth-616)
Adria (Earth-616)
Ossilot (Earth-616)
Pavel Plotnick (Earth-616)
Sally Green (Earth-616)
Dawn Fury (Earth-616)
Demon Riders (Mogul servants) (Earth-616)
Forsung (Earth-616)
Ixar (Earth-616)
Jose Santini (Earth-616)
Nebulos (Earth-616)
Randac (Earth-616)
Agent of 1000 Faces (Earth-616)
Bia (Earth-616)
Yuri Brevlov (Earth-616)
Ann Raymond (Earth-616)
Lippy Louie (Earth-616)
Napoleon Robberson (Earth-616)
Number Two (Sentinel) (Earth-616)
Paxton Page (Earth-616)
Mowfus (Earth-616)
Spiro Agnew (Earth-616)
Tom Fagan (Earth-616)
Ducalon (Earth-616)
Enaros (Earth-616)
Holi (Earth-616)
Klaatu (Earth-616)
Moli (Earth-616)
Torla (Earth-616)
Tuval (Earth-616)
Visis (Earth-616)
Danny Summers (Earth-616)
Jakar (Earth-616)
Kohbra (Earth-616)
Number One (Secret Empire 2) (Earth-616)
Porcunius (Earth-616)
Amanda Saint (Earth-616)
Carol Landers (Earth-616)
Dagoth (Earth-616)
Gary Dawson (Earth-616)
Herman Frayne (Earth-616)
Jakuna Singh (Earth-616)
Victor Conrad (Earth-616)
Baphomet (Earth-616)
Owen Wallach (Earth-616)
Ralph Blumkenn (Earth-616)
Vincent Frankenstein (Earth-616)
Cardinal (ICON) (Earth-616)
Carol Selby (Earth-616)
Cho Lee (Earth-616)
Dontrell Hamilton (Earth-616)
Eric Prawn (Earth-616)
Maura Spinner (Earth-616)
Miranda Rand (Earth-616)
Pavane (Female) (Earth-616)
Richard Fenster (Earth-616)
Thelius (Earth-616)
Veronica von Frankenstein (Earth-616)
Abner Doolittle (Earth-616)
Achmed El Gib\u00e1r (Earth-616)
Anpu (Earth-616)
Argyle Fist (Earth-616)
Cotton Mather (Earth-616)
Elisabeth Wilford (Earth-616)
Hector Ruiz (Earth-616)
Johann Goldstein (Earth-616)
Meredith Quill (Earth-616)
Snaykar (Earth-616)
William Taurey (Earth-616)
Zorr (Luphomoid) (Earth-616)
Abdul Faoul (Earth-616)
Aginar (Earth-616)
Apalla (Earth-616)
Aries (LMD) (Earth-616)
Dafydd ap Rhys (Earth-616)
Dominic Dunsinane (Earth-616)
Gemini (LMD) (Earth-616)
Jacob Goldstein (Earth-616)
Jared Kurtz (Earth-616)
Ramses (Earth-616)
Salia Petrie (Earth-616)
Amos Jardine (Earth-616)
Buck Richlen (Earth-616)
Frederick Kiber (Earth-616)
Joey Burnett (Earth-616)
John Cheever (Earth-616)
Lee Switzler (Earth-616)
Nygorn (Earth-616)
Osinga Rplss (Earth-616)
Water Witch (Earth-616)
Zacharaiah Seavey (Earth-616)
Zorba (Earth-616)
Achilles (Greek Legend) (Earth-616)
Alexander van Tilburg (Earth-616)
Alexander Walsh (Earth-616)
Doctor Scarabeus (Earth-616)
John Gamelin (Earth-616)
Lydia Hardy (Earth-616)
Thomas Bowman (Earth-616)
Toro Rojo (Earth-616)
Xar (Earth-616)
Aeroika (Earth-616)
Angeline Morrow (Earth-616)
Archie Stryker (Earth-616)
Edward Lavender (Earth-616)
